City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
66,Tuatapere,NZ,2021-01-10 19:28:25,-46.1333,167.6833,55.0,70,59,11.99
67,Komsomolskiy,UZ,2021-01-10 19:28:25,40.4272,71.7189,24.8,68,0,6.91
68,Quang Ngai,VN,2021-01-10 19:28:25,15.1167,108.8,66.06,91,100,5.53
69,Barrow,US,2021-01-10 19:25:02,71.2906,-156.7887,3.2,85,90,11.5
70,Lamu,KE,2021-01-10 19:28:25,-2.2717,40.902,78.8,78,75,6.91
71,Palauig,PH,2021-01-10 19:28:25,15.435,119.9045,73.69,65,25,7.05
72,Saint-Augustin,CA,2021-01-10 19:28:25,51.226,-58.6502,26.19,85,6,14.32
73,Bosaso,SO,2021-01-10 19:28:25,11.2842,49.1816,73.87,63,100,7.99
74,Hilo,US,2021-01-10 19:28:25,19.7297,-155.09,75.2,60,1,8.05
75,Talnakh,RU,2021-01-10 19:28:25,69.4865,88.3972,-15.84,78,100,1.88
76,Torres,BR,2021-01-10 19:28:25,-29.3353,-49.7269,81.03,73,37,15.68
77,Tautira,PF,2021-01-10 19:28:25,-17.7333,-149.15,86.0,58,75,16.11
78,Jinka,ET,2021-01-10 19:28:26,5.65,36.65,66.51,62,15,2.21
79,Totness,SR,2021-01-10 19:28:26,5.8833,-56.3167,81.36,75,100,15.41
80,Ribeira Grande,PT,2021-01-10 19:28:26,38.5167,-28.7,60.8,100,75,10.36
81,Berlevag,NO,2021-01-10 19:28:26,70.8578,29.0864,12.2,67,0,16.11
82,Hasaki,JP,2021-01-10 19:28:26,35.7333,140.8333,23.0,80,20,2.3
83,New Norfolk,AU,2021-01-10 19:28:26,-42.7826,147.0587,57.99,85,78,2.93
84,Torbay,CA,2021-01-10 19:28:26,47.6666,-52.7314,33.01,100,90,20.71
85,Bluff,NZ,2021-01-10 19:28:26,-46.6,168.3333,55.0,70,72,11.99
86,Ponta Do Sol,PT,2021-01-10 19:28:26,32.6667,-17.1,53.01,66,45,3.0
87,Boone,US,2021-01-10 19:28:26,39.0334,-92.3335,30.2,64,75,6.91
88,Lorengau,PG,2021-01-10 19:28:26,-2.0226,147.2712,81.27,69,100,2.33
