City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
262,Virarajendrapet,12.2,75.8,63.61,99,36,4.34,IN,2021-01-14 23:47:18,scattered clouds
263,Olinda,-8.0089,-34.8553,80.6,65,75,9.22,BR,2021-01-14 23:47:18,broken clouds
264,Nianzishan,47.5167,122.8833,-7.78,82,22,3.44,CN,2021-01-14 23:47:18,few clouds
265,Santarem,-2.4431,-54.7083,82.4,78,20,4.61,BR,2021-01-14 23:47:18,few clouds
266,Pandan,14.0453,124.1694,79.97,84,46,11.27,PH,2021-01-14 23:47:18,scattered clouds
267,Balykshi,47.0667,51.8667,35.6,60,40,13.42,KZ,2021-01-14 23:47:18,dust
268,Santa Maria Del Oro,25.9333,-105.3667,58.6,29,0,2.21,MX,2021-01-14 23:47:18,clear sky
269,Hovd,48.0056,91.6419,-3.82,72,2,5.75,MN,2021-01-14 23:47:18,clear sky
270,Srednekolymsk,67.45,153.6833,-20.79,87,100,14.16,RU,2021-01-14 23:47:18,overcast clouds
271,Takoradi,4.8845,-1.7554,78.78,86,46,7.23,GH,2021-01-14 23:47:19,scattered clouds
272,Georgetown,5.4112,100.3354,77.0,88,20,2.3,MY,2021-01-14 23:45:56,few clouds
273,Meadow Lake,34.8014,-106.5436,55.99,12,90,20.71,US,2021-01-14 23:45:05,overcast clouds
274,Chifeng,42.2683,118.9636,-2.63,87,92,6.6,CN,2021-01-14 23:47:19,overcast clouds
275,Jiehu,35.5428,118.455,35.55,80,98,6.78,CN,2021-01-14 23:47:19,overcast clouds
276,Phayakkhaphum Phisai,15.5163,103.1937,64.0,88,0,3.44,TH,2021-01-14 23:47:19,clear sky
277,Cockburn Town,21.4612,-71.1419,78.19,76,82,8.59,TC,2021-01-14 23:44:04,broken clouds
278,Tveit,58.2337,8.122,21.99,79,20,2.3,NO,2021-01-14 23:47:19,few clouds
279,Port Hawkesbury,45.6169,-61.3485,33.01,93,90,4.61,CA,2021-01-14 23:47:19,overcast clouds
280,Vardo,70.3705,31.1107,26.6,86,40,11.5,NO,2021-01-14 23:47:19,scattered clouds
281,Angoche,-16.2325,39.9086,78.91,88,86,7.81,MZ,2021-01-14 23:47:19,overcast clouds
282,Port Hardy,50.6996,-127.4199,48.2,66,75,31.07,CA,2021-01-14 23:47:19,broken clouds
283,Boa Vista,2.8197,-60.6733,82.4,65,40,6.91,BR,2021-01-14 23:47:19,scattered clouds
284,Cherskiy,68.75,161.3,-25.71,84,87,5.19,RU,2021-01-14 23:47:19,overcast clouds
285,Barentu,15.1139,37.5928,58.59,43,0,1.86,ER,2021-01-14 23:47:19,clear sky
286,Oktyabrskoye,43.0645,44.7417,37.4,100,83,11.18,RU,2021-01-14 23:47:19,broken clouds
287,Harpalpur,25.2884,79.3347,45.14,57,1,1.05,IN,2021-01-14 23:47:20,clear sky
288,Ipixuna,-1.7625,-48.8043,78.8,89,0,4.61,BR,2021-01-14 23:47:20,light rain
289,Ivanava,52.1451,25.5365,13.19,96,100,10.29,BY,2021-01-14 23:47:20,overcast clouds
290,Przhevalskoye,55.5093,31.8482,1.27,92,99,3.8,RU,2021-01-14 23:47:20,overcast clouds
291,Upata,8.0086,-62.3989,79.0,83,76,1.99,VE,2021-01-14 23:47:20,broken clouds
292,Saint-Francois,46.4154,3.9054,46.4,87,90,13.8,FR,2021-01-14 23:47:20,light intensity drizzle
293,Dingle,10.9995,122.6711,78.31,87,20,7.54,PH,2021-01-14 23:47:20,light rain
294,Thinadhoo,0.5333,72.9333,81.68,75,98,15.3,MV,2021-01-14 23:47:20,overcast clouds
295,Havre-Saint-Pierre,50.2334,-63.5986,24.8,100,90,3.13,CA,2021-01-14 23:47:20,light snow
296,Weyburn,49.6668,-103.8511,26.6,86,100,34.52,CA,2021-01-14 23:45:05,overcast clouds
297,Murray Bridge,-35.1167,139.2667,61.0,66,21,8.01,AU,2021-01-14 23:47:20,few clouds
298,Veracruz,19.3333,-96.6667,75.2,69,75,3.44,MX,2021-01-14 23:47:20,broken clouds
299,Rawson,-43.3002,-65.1023,68.0,88,75,16.11,AR,2021-01-14 23:45:30,light rain
300,Ballina,-28.8667,153.5667,82.4,65,0,8.05,AU,2021-01-14 23:47:21,clear sky
301,Grindavik,63.8424,-22.4338,37.4,87,75,14.97,IS,2021-01-14 23:47:21,broken clouds
302,Geraldton,-28.7667,114.6,87.8,29,0,19.57,AU,2021-01-14 23:47:21,clear sky
303,Haizhou,34.5817,119.1289,39.36,81,74,5.79,CN,2021-01-14 23:47:21,broken clouds
304,Forest Hill,32.6721,-97.2692,59.0,17,1,23.02,US,2021-01-14 23:47:21,clear sky
305,Fortuna,40.5982,-124.1573,57.99,100,20,10.36,US,2021-01-14 23:47:21,few clouds
306,Sorland,67.667,12.6934,39.13,72,100,10.92,NO,2021-01-14 23:47:21,overcast clouds
307,Pochutla,15.7432,-96.4661,82.4,57,90,8.05,MX,2021-01-14 23:47:21,overcast clouds
308,Lasa,46.6166,10.7002,35.01,93,90,5.75,IT,2021-01-14 23:47:21,light snow
309,Tuatapere,-46.1333,167.6833,73.0,64,9,3.0,NZ,2021-01-14 23:47:21,clear sky
310,Lahaina,20.8783,-156.6825,86.0,61,20,6.91,US,2021-01-14 23:47:21,few clouds
311,Puerto Escondido,15.85,-97.0667,80.6,69,40,4.61,MX,2021-01-14 23:47:21,scattered clouds
312,Ternate,0.8,127.4,82.4,74,100,5.39,ID,2021-01-14 23:47:22,moderate rain
313,Hualmay,-11.0964,-77.6139,71.01,82,100,10.11,PE,2021-01-14 23:47:22,overcast clouds
314,Fethiye,36.6217,29.1164,41.0,87,0,4.61,TR,2021-01-14 23:47:22,clear sky
315,Sheridan,44.8333,-106.9173,34.0,29,90,27.63,US,2021-01-14 23:47:22,overcast clouds
316,Qiryat Shemona,33.2073,35.5721,60.8,67,75,20.71,IL,2021-01-14 23:43:20,broken clouds
317,Zyryanka,65.75,150.85,-26.09,86,100,6.67,RU,2021-01-14 23:47:22,light snow
318,Vokhma,58.9303,46.7586,9.25,96,100,4.38,RU,2021-01-14 23:47:22,overcast clouds
319,Candido Mendes,-1.4467,-45.7167,76.24,85,86,4.74,BR,2021-01-14 23:47:22,overcast clouds
320,Lyantonde,-0.4031,31.1572,67.39,70,82,0.58,UG,2021-01-14 23:47:22,broken clouds
321,Hun,29.1268,15.9477,49.66,58,0,3.06,LY,2021-01-14 23:47:22,clear sky
322,Gabu,12.2833,-14.2167,70.36,34,39,5.28,GW,2021-01-14 23:47:22,scattered clouds
323,Tarauaca,-8.1614,-70.7656,72.66,97,96,1.48,BR,2021-01-14 23:47:22,moderate rain
324,Kindu,-2.95,25.95,68.83,97,100,2.8,CD,2021-01-14 23:47:23,overcast clouds
325,Solvychegodsk,61.3305,46.9156,0.88,93,100,5.1,RU,2021-01-14 23:47:23,snow
326,Christchurch,-43.5333,172.6333,75.0,68,75,8.05,NZ,2021-01-14 23:45:05,broken clouds
327,Mingguang,32.7802,117.9638,42.01,71,1,8.21,CN,2021-01-14 23:47:23,clear sky
328,Yarada,17.65,83.2667,69.8,100,20,2.3,IN,2021-01-14 23:47:23,mist
329,Faya,18.3851,42.4509,48.2,87,0,3.33,SA,2021-01-14 23:47:23,clear sky
330,Hofn,64.2539,-15.2082,37.38,77,0,4.7,IS,2021-01-14 23:47:23,clear sky
331,Tigre,-34.426,-58.5796,75.99,73,0,16.11,AR,2021-01-14 23:47:23,clear sky
332,Duncan,34.5023,-97.9578,50.0,25,1,12.66,US,2021-01-14 23:45:00,clear sky
333,Fukue,32.6881,128.8419,46.4,93,20,1.14,JP,2021-01-14 23:47:23,few clouds
334,Safaga,26.7292,33.9365,59.0,38,0,9.22,EG,2021-01-14 23:47:23,clear sky
335,Vung Tau,10.346,107.0843,72.14,82,47,8.14,VN,2021-01-14 23:47:23,scattered clouds
336,Pangkalanbuun,-2.6833,111.6167,73.94,96,100,2.59,ID,2021-01-14 23:47:24,light rain
337,Fairbanks,64.8378,-147.7164,10.99,84,40,4.7,US,2021-01-14 23:47:24,scattered clouds
338,Shenjiamen,29.9576,122.298,52.74,83,0,14.47,CN,2021-01-14 23:47:24,clear sky
339,Castletown,53.0281,-9.0686,33.8,93,75,3.56,IE,2021-01-14 23:47:24,fog
340,Zhezkazgan,47.8043,67.7144,-3.6,88,0,13.65,KZ,2021-01-14 23:47:24,clear sky
341,Pila,53.1515,16.7378,30.0,98,54,6.51,PL,2021-01-14 23:47:24,broken clouds
342,Aklavik,68.2191,-135.0107,-4.0,77,77,2.3,CA,2021-01-14 23:47:24,broken clouds
343,Le Port,-20.9373,55.2919,75.2,83,90,5.75,RE,2021-01-14 23:47:24,overcast clouds
344,Dong Hoi,17.4833,106.6,64.24,84,99,2.66,VN,2021-01-14 23:47:24,overcast clouds
345,Liku,-0.7275,119.8922,75.76,90,100,2.89,ID,2021-01-14 23:47:24,heavy intensity rain
346,Port Blair,11.6667,92.75,77.04,81,59,11.07,IN,2021-01-14 23:47:24,broken clouds
347,Katobu,-4.9408,122.5276,81.75,82,63,2.13,ID,2021-01-14 23:47:24,broken clouds
348,Naliya,23.2667,68.8333,60.13,63,83,6.67,IN,2021-01-14 23:47:25,broken clouds
349,Alekseyevka,50.6309,38.6903,14.99,95,74,1.14,RU,2021-01-14 23:47:25,broken clouds
350,Biak,-0.9131,122.8766,80.58,77,100,2.17,ID,2021-01-14 23:47:25,light rain
351,San Andres,12.5847,-81.7006,82.4,74,40,11.5,CO,2021-01-14 23:47:25,scattered clouds
352,Pemba,-12.974,40.5178,77.74,85,59,12.46,MZ,2021-01-14 23:47:25,broken clouds
353,Nenjiang,49.1833,125.2167,-20.4,85,0,3.89,CN,2021-01-14 23:47:25,clear sky
354,Ahuimanu,21.4447,-157.8378,82.4,73,1,10.36,US,2021-01-14 23:47:25,clear sky
355,Rodrigues Alves,-7.738,-72.6509,75.27,94,90,2.01,BR,2021-01-14 23:47:25,light rain
356,Haines Junction,60.7522,-137.5108,14.0,92,100,1.14,CA,2021-01-14 23:47:25,light snow
357,Baykit,61.67,96.37,-24.03,78,0,3.94,RU,2021-01-14 23:47:25,clear sky
358,Odweyne,9.4092,45.064,63.41,37,0,6.11,SO,2021-01-14 23:47:25,clear sky
359,Mount Gambier,-37.8333,140.7667,57.2,62,75,21.85,AU,2021-01-14 23:47:25,broken clouds
360,Norrtalje,59.758,18.705,26.01,80,100,8.01,SE,2021-01-14 23:47:25,light snow
361,La Libertad,-2.2333,-80.9,82.4,74,0,12.66,EC,2021-01-14 23:47:25,clear sky
362,Udachnyy,66.4167,112.4,-27.87,82,100,13.44,RU,2021-01-14 23:47:26,overcast clouds
363,Bajil,15.0584,43.2851,71.19,63,0,0.83,YE,2021-01-14 23:43:23,clear sky
364,San Jose,37.3394,-121.895,71.01,43,40,14.97,US,2021-01-14 23:45:12,scattered clouds
365,Kaeo,-35.1,173.7833,80.01,57,1,4.0,NZ,2021-01-14 23:47:26,clear sky
366,Atlantic Beach,30.3344,-81.3987,55.4,54,40,5.75,US,2021-01-14 23:47:26,scattered clouds
367,Kruisfontein,-34.0033,24.7314,72.0,89,69,1.01,ZA,2021-01-14 23:47:26,broken clouds
368,Keti Bandar,24.1447,67.4497,63.19,75,25,7.43,PK,2021-01-14 23:47:26,scattered clouds
369,Monrovia,6.3005,-10.7969,75.2,94,75,9.1,LR,2021-01-14 23:47:26,broken clouds
370,Yulara,-25.2406,130.9889,86.0,26,40,19.57,AU,2021-01-14 23:47:26,scattered clouds
371,Ihosy,-22.4,46.1167,70.32,90,17,4.88,MG,2021-01-14 23:47:26,few clouds
372,Grafenhainichen,51.7333,12.45,35.01,17,91,4.76,DE,2021-01-14 23:47:26,overcast clouds
373,Hamilton,39.1834,-84.5333,45.0,65,40,9.22,US,2021-01-14 23:42:48,scattered clouds
374,Kiruna,67.8557,20.2251,15.8,92,75,5.75,SE,2021-01-14 23:47:26,broken clouds
375,Mayor Pablo Lagerenza,-19.9309,-60.7718,79.11,77,100,4.54,PY,2021-01-14 23:47:26,overcast clouds
376,Shache,38.4167,77.2406,23.0,78,0,5.59,CN,2021-01-14 23:47:27,clear sky
377,Aasiaat,68.7098,-52.8699,15.13,97,100,5.5,GL,2021-01-14 23:47:27,light snow
378,Xichang,27.8964,102.2634,42.01,63,41,1.05,CN,2021-01-14 23:47:27,scattered clouds
379,Santa Rosa,14.3122,121.1114,78.8,83,75,1.14,PH,2021-01-14 23:47:27,broken clouds
380,Nedryhayliv,50.834,33.8763,20.7,97,89,6.49,UA,2021-01-14 23:47:27,overcast clouds
381,High Level,58.5169,-117.136,14.0,92,40,2.66,CA,2021-01-14 23:47:27,scattered clouds
382,Methoni,36.8197,21.7049,55.99,76,96,4.61,GR,2021-01-14 23:47:27,light rain
383,Ayan,56.45,138.1667,-15.27,77,16,6.06,RU,2021-01-14 23:47:27,few clouds
384,San Miguelito,9.0333,-79.5,84.2,74,40,11.5,PA,2021-01-14 23:45:39,scattered clouds
385,Vangaindrano,-23.35,47.6,75.63,92,4,3.33,MG,2021-01-14 23:47:27,clear sky
386,Aitape,-3.1374,142.3475,82.38,78,100,4.05,PG,2021-01-14 23:47:27,light rain
387,Nanortalik,60.1432,-45.2371,23.09,93,97,4.36,GL,2021-01-14 23:47:27,overcast clouds
388,Ekhabi,53.5102,142.9671,-11.09,88,94,15.39,RU,2021-01-14 23:47:27,overcast clouds
389,Ahipara,-35.1667,173.1667,73.09,57,1,7.2,NZ,2021-01-14 23:47:27,clear sky
390,General Roca,-39.0333,-67.5833,86.0,42,40,4.61,AR,2021-01-14 23:47:28,light rain
391,Wodonga,-36.1167,146.8833,72.0,46,0,14.97,AU,2021-01-14 23:47:28,clear sky
392,Clyde River,70.4692,-68.5914,-13.0,84,1,5.75,CA,2021-01-14 23:47:28,clear sky
393,Honiara,-9.4333,159.95,86.59,63,90,5.1,SB,2021-01-14 23:47:28,overcast clouds
394,Wuning,29.2589,120.2311,44.01,11,0,2.15,CN,2021-01-14 23:47:28,clear sky
395,Hirado,33.3597,129.5531,48.99,93,75,13.8,JP,2021-01-14 23:47:28,broken clouds
396,Viedma,-40.8135,-62.9967,71.78,66,95,9.55,AR,2021-01-14 23:47:28,light rain
397,Chaiyaphum,15.75,102.0,69.01,85,0,1.43,TH,2021-01-14 23:47:28,clear sky
398,Rudiskes,54.5167,24.8333,15.8,86,75,10.36,LT,2021-01-14 23:47:28,light snow
399,Plettenberg Bay,-34.0527,23.3716,73.38,77,58,3.29,ZA,2021-01-14 23:47:28,broken clouds
400,Egvekinot,66.3167,-179.1667,-6.54,92,99,7.94,RU,2021-01-14 23:47:28,overcast clouds
401,Werda,-25.2667,23.2833,79.21,49,79,8.61,BW,2021-01-14 23:47:28,light rain
402,Vestmannaeyjar,63.4427,-20.2734,43.95,74,96,16.35,IS,2021-01-14 23:47:28,overcast clouds
403,Mana,5.6592,-53.7767,76.82,89,100,11.05,GF,2021-01-14 23:47:28,overcast clouds
404,Nicoya,10.1483,-85.452,84.2,58,40,11.5,CR,2021-01-14 23:47:28,scattered clouds
405,Antofagasta,-23.65,-70.4,64.4,72,75,13.8,CL,2021-01-14 23:47:29,broken clouds
406,Waipawa,-41.4122,175.5153,71.01,88,90,9.22,NZ,2021-01-14 23:47:29,overcast clouds
407,Vila Franca Do Campo,37.7167,-25.4333,61.0,94,40,11.5,PT,2021-01-14 23:47:29,scattered clouds
408,Nemuro,43.3236,145.575,23.0,58,40,5.75,JP,2021-01-14 23:47:29,scattered clouds
409,Porto Novo,6.4965,2.6036,82.4,83,20,10.36,BJ,2021-01-14 23:47:29,few clouds
410,La Asuncion,11.0333,-63.8628,75.97,86,95,14.54,VE,2021-01-14 23:47:29,overcast clouds
411,Lipin Bor,60.2622,37.9763,-10.73,90,95,8.05,RU,2021-01-14 23:47:29,overcast clouds
412,Pisco,-13.7,-76.2167,71.6,78,0,21.85,PE,2021-01-14 23:47:29,clear sky
413,Mahebourg,-20.4081,57.7,77.0,94,40,1.14,MU,2021-01-14 23:47:29,scattered clouds
414,Longhua,23.6137,114.1919,51.75,42,9,1.63,CN,2021-01-14 23:47:29,clear sky
415,Wattegama,6.7989,81.4808,73.53,91,100,2.86,LK,2021-01-14 23:47:29,overcast clouds
416,Gunjur,13.2019,-16.7339,68.0,73,0,14.38,GM,2021-01-14 23:47:29,clear sky
417,Dharchula,29.85,80.5333,50.34,38,65,3.87,IN,2021-01-14 23:47:30,broken clouds
418,Katiola,8.1333,-5.1,78.8,57,38,4.61,CI,2021-01-14 23:47:30,scattered clouds
419,Wewak,-3.5534,143.6268,80.65,84,100,9.55,PG,2021-01-14 23:47:30,light rain
420,Shetpe,44.1667,52.1167,39.9,97,86,13.09,KZ,2021-01-14 23:47:30,overcast clouds
421,Kualakapuas,-3.0091,114.3876,75.2,100,75,5.75,ID,2021-01-14 23:47:30,heavy intensity rain
422,Nago,26.5881,127.9761,64.4,88,20,4.61,JP,2021-01-14 23:47:30,few clouds
423,Southbridge,42.0751,-72.0334,36.0,97,96,2.46,US,2021-01-14 23:47:30,overcast clouds
424,Port Hedland,-20.3167,118.5667,89.6,84,40,9.22,AU,2021-01-14 23:47:30,scattered clouds
425,Cusset,46.13,3.4596,46.4,71,90,10.36,FR,2021-01-14 23:47:30,overcast clouds
426,Matara,5.9485,80.5353,75.33,86,99,4.23,LK,2021-01-14 23:47:30,overcast clouds
427,Sulangan,11.1373,123.7228,79.92,81,63,10.2,PH,2021-01-14 23:47:30,broken clouds
428,Manjeshwar,12.7194,74.8861,77.0,83,75,4.61,IN,2021-01-14 23:47:31,broken clouds
429,Batemans Bay,-35.7167,150.1833,73.0,69,11,3.0,AU,2021-01-14 23:47:31,few clouds
430,Boa Viagem,-5.1275,-39.7322,77.31,66,40,6.76,BR,2021-01-14 23:47:31,scattered clouds
431,Capoterra,39.1763,8.9718,55.4,76,40,12.66,IT,2021-01-14 23:47:31,scattered clouds
432,Manacapuru,-3.2997,-60.6206,77.0,94,75,2.3,BR,2021-01-14 23:47:31,broken clouds
433,Horsham,51.064,-0.3272,37.99,87,75,8.05,GB,2021-01-14 23:47:31,broken clouds
434,Tiksi,71.6872,128.8694,-29.42,84,100,3.36,RU,2021-01-14 23:47:31,overcast clouds
435,Iseyin,7.9667,3.6,77.0,74,1,4.92,NG,2021-01-14 23:47:31,clear sky
436,Graham,47.0529,-122.2943,51.8,62,90,1.21,US,2021-01-14 23:46:24,overcast clouds
437,Quatre Cocos,-20.2078,57.7625,77.0,94,40,1.14,MU,2021-01-14 23:47:31,scattered clouds
438,San Carlos De Bariloche,-41.1456,-71.3082,64.4,39,0,23.02,AR,2021-01-14 23:47:32,clear sky
439,Kropotkin,45.4375,40.5756,35.35,95,100,10.6,RU,2021-01-14 23:47:32,light rain
440,Broken Hill,-31.95,141.4333,62.6,45,9,21.85,AU,2021-01-14 23:47:32,clear sky
441,Hami,42.8,93.45,13.19,81,1,7.83,CN,2021-01-14 23:47:32,clear sky
442,Constantine,36.365,6.6147,37.4,87,40,3.44,DZ,2021-01-14 23:47:32,scattered clouds
443,Coahuayana,18.7333,-103.6833,78.8,44,90,3.44,MX,2021-01-14 23:47:32,overcast clouds
444,Texarkana,33.4251,-94.0477,57.2,33,1,10.36,US,2021-01-14 23:47:32,clear sky
445,Kyra,49.5776,111.9753,-15.57,79,19,4.16,RU,2021-01-14 23:47:32,few clouds
446,Makakilo City,21.3469,-158.0858,82.4,61,1,12.66,US,2021-01-14 23:47:32,clear sky
447,Freeport,40.6576,-73.5832,42.01,65,20,4.59,US,2021-01-14 23:45:34,few clouds
448,Bintulu,3.1667,113.0333,75.2,94,20,2.3,MY,2021-01-14 23:45:21,moderate rain
449,Sakakah,29.9697,40.2064,51.8,58,0,8.05,SA,2021-01-14 23:47:32,clear sky
450,Huron,41.1501,-82.5499,39.99,75,100,3.0,US,2021-01-14 23:47:33,overcast clouds
451,Tecoanapa,16.5167,-98.75,80.51,72,100,5.68,MX,2021-01-14 23:47:33,overcast clouds
452,Holme,56.1138,10.1725,30.2,86,90,6.91,DK,2021-01-14 23:47:33,light snow
453,Banjar,-8.19,114.9675,78.8,94,75,8.05,ID,2021-01-14 23:47:33,broken clouds
454,Zhangjiakou,40.81,114.8794,10.24,80,51,12.57,CN,2021-01-14 23:47:33,broken clouds
455,Mayo,38.8876,-76.5119,41.0,81,1,1.07,US,2021-01-14 23:47:33,clear sky
456,Cidreira,-30.1811,-50.2056,71.92,74,41,19.35,BR,2021-01-14 23:47:33,scattered clouds
457,Turan,16.0678,108.2208,59.0,94,20,5.3,VN,2021-01-14 23:46:35,mist
458,Garowe,8.4054,48.4845,64.99,74,0,6.64,SO,2021-01-14 23:47:33,clear sky
459,Swakopmund,-22.6833,14.5333,71.01,77,85,2.3,NA,2021-01-14 23:47:33,overcast clouds
460,Te Anau,-45.4167,167.7167,74.12,42,25,3.6,NZ,2021-01-14 23:47:33,scattered clouds
461,Rabak,13.1809,32.74,69.58,23,0,12.44,SD,2021-01-14 23:47:33,clear sky
462,Darhan,49.4867,105.9228,-11.67,84,91,5.46,MN,2021-01-14 23:47:33,snow
463,Sao Jose Da Coroa Grande,-8.8978,-35.1478,78.44,78,19,10.36,BR,2021-01-14 23:47:33,few clouds
464,Balabac,7.9868,117.0645,80.74,78,100,4.68,PH,2021-01-14 23:47:34,light rain
465,Saint-Augustin,51.226,-58.6502,26.51,96,100,4.18,CA,2021-01-14 23:47:34,overcast clouds
466,Broome,42.2506,-75.833,35.01,86,90,3.44,US,2021-01-14 23:47:34,mist
467,Pacific Grove,36.6177,-121.9166,64.4,63,1,6.91,US,2021-01-14 23:44:41,clear sky
468,Santa Maria,-29.6842,-53.8069,75.2,64,0,11.5,BR,2021-01-14 23:47:34,clear sky
469,Sao Felix Do Xingu,-6.6447,-51.995,73.29,92,83,0.51,BR,2021-01-14 23:47:34,broken clouds
470,Sept-Iles,50.2001,-66.3821,28.4,86,76,3.44,CA,2021-01-14 23:47:34,broken clouds
471,Quimper,48.0,-4.1,44.6,81,20,4.61,FR,2021-01-14 23:47:34,few clouds
472,Baruun-Urt,46.6806,113.2792,-16.28,83,0,7.18,MN,2021-01-14 23:47:34,clear sky
473,Emerald,-23.5333,148.1667,81.0,61,0,10.36,AU,2021-01-14 23:47:34,clear sky
474,Camalu,30.85,-116.0667,69.67,34,0,5.03,MX,2021-01-14 23:47:34,clear sky
475,Tepic,21.5,-104.9,78.8,41,40,8.05,MX,2021-01-14 23:47:34,scattered clouds
476,Sayyan,15.1718,44.3244,43.2,68,3,1.7,YE,2021-01-14 23:47:34,clear sky
477,Inhambane,-23.865,35.3833,79.48,86,1,7.02,MZ,2021-01-14 23:47:34,clear sky
478,Mizan Teferi,6.9833,35.5833,65.16,53,30,2.15,ET,2021-01-14 23:47:34,scattered clouds
479,Saint-Prosper,46.2117,-70.4811,30.2,93,81,1.43,CA,2021-01-14 23:47:35,broken clouds
480,Robe,-37.1833,139.75,58.24,60,24,24.2,AU,2021-01-14 23:47:35,few clouds
481,Tecalitlan,19.4667,-103.3,78.8,44,90,3.2,MX,2021-01-14 23:47:35,overcast clouds
482,Verkhnevilyuysk,63.4453,120.3167,-19.84,87,100,6.2,RU,2021-01-14 23:47:35,overcast clouds
483,Along,28.1667,94.7667,50.81,80,25,1.41,IN,2021-01-14 23:47:35,scattered clouds
484,Coquimbo,-29.9533,-71.3436,62.6,72,0,11.5,CL,2021-01-14 23:45:54,clear sky
485,Madang,-5.2246,145.7966,76.3,93,100,4.59,PG,2021-01-14 23:47:35,overcast clouds
486,Carupano,10.6678,-63.2585,75.42,86,93,10.45,VE,2021-01-14 23:47:35,overcast clouds
487,Banon,40.8382,-1.1909,53.6,54,0,5.75,ES,2021-01-14 23:47:35,clear sky
488,Hirara,24.8,125.2833,66.2,82,75,8.05,JP,2021-01-14 23:47:35,broken clouds
489,Sabinas Hidalgo,26.5,-100.1667,67.05,26,47,11.74,MX,2021-01-14 23:47:35,scattered clouds
490,Maragogi,-9.0122,-35.2225,78.4,78,18,10.45,BR,2021-01-14 23:42:40,few clouds
491,Umm Kaddadah,13.6017,26.6876,64.47,28,1,16.11,SD,2021-01-14 23:47:36,clear sky
492,Cabra,37.4725,-4.4421,32.0,100,40,1.14,ES,2021-01-14 23:47:36,mist
493,Petauke,-14.2426,31.3253,66.94,97,98,0.43,ZM,2021-01-14 23:47:36,light rain
494,Novyy Urengoy,66.0833,76.6333,-3.42,92,100,7.54,RU,2021-01-14 23:46:11,overcast clouds
495,Cacador,-26.7753,-51.015,66.99,77,79,6.96,BR,2021-01-14 23:47:36,broken clouds
496,Ribeira Grande,38.5167,-28.7,62.6,94,75,19.57,PT,2021-01-14 23:47:36,broken clouds
497,Sokoto,13.0609,5.239,68.92,22,0,10.07,NG,2021-01-14 23:47:36,clear sky
498,Port Keats,-14.25,129.55,81.46,76,100,0.83,AU,2021-01-14 23:47:36,overcast clouds
499,Nantucket,41.2835,-70.0995,43.0,93,20,4.61,US,2021-01-14 23:47:36,few clouds
500,Verkhoyansk,67.5447,133.385,-38.63,73,86,1.83,RU,2021-01-14 23:47:36,overcast clouds
501,Seminole,28.7086,-81.2081,60.8,41,1,3.44,US,2021-01-14 23:47:36,clear sky
502,Arraias,-12.9288,-46.9437,70.03,92,100,4.47,BR,2021-01-14 23:47:36,moderate rain
503,Myitkyina,25.3833,97.4,53.29,79,71,2.46,MM,2021-01-14 23:47:36,broken clouds
504,Luanda,-8.8368,13.2343,77.0,83,20,5.75,AO,2021-01-14 23:44:11,few clouds
505,Harper,4.375,-7.7169,78.62,85,60,8.75,LR,2021-01-14 23:43:02,broken clouds
506,Lugo,43.0,-7.5,41.0,100,22,1.01,ES,2021-01-14 23:47:37,few clouds
507,Nassjo,57.6531,14.6968,19.4,93,75,3.44,SE,2021-01-14 23:47:37,broken clouds
508,Shintomi,32.0785,131.4723,41.0,93,20,10.36,JP,2021-01-14 23:47:37,few clouds
509,Redlands,34.0556,-117.1825,86.0,8,1,12.66,US,2021-01-14 23:47:37,clear sky
510,Rocha,-34.4833,-54.3333,61.54,71,0,8.57,UY,2021-01-14 23:47:37,clear sky
511,Sangar,63.9242,127.4739,-45.53,76,30,5.64,RU,2021-01-14 23:47:37,scattered clouds
512,Bilma,18.6853,12.9164,63.75,29,0,6.53,NE,2021-01-14 23:47:37,clear sky
513,Daru,-9.0763,143.2092,83.08,80,100,8.97,PG,2021-01-14 23:47:37,moderate rain
514,Komsomolskiy,40.4272,71.7189,30.2,74,0,4.61,UZ,2021-01-14 23:47:37,mist
515,Godeanu,44.8005,22.6079,21.56,98,11,6.89,RO,2021-01-14 23:47:37,few clouds
516,Nkhata Bay,-11.6066,34.2907,74.08,80,100,4.23,MW,2021-01-14 23:47:37,overcast clouds
517,Okato,-39.2,173.8833,70.0,62,5,8.01,NZ,2021-01-14 23:47:37,clear sky
518,Burgeo,47.6167,-57.6152,30.67,93,100,2.55,CA,2021-01-14 23:47:38,overcast clouds
519,Adrar,20.5022,-10.0711,60.55,27,93,13.11,MR,2021-01-14 23:47:38,overcast clouds
520,Charlestown,-32.95,151.6667,82.99,79,83,2.95,AU,2021-01-14 23:47:38,broken clouds
521,Egra,50.0796,12.3739,23.0,96,58,3.29,CZ,2021-01-14 23:45:13,broken clouds
522,Linden,6.0,-58.3,77.0,88,0,9.22,GY,2021-01-14 23:47:38,clear sky
523,Chapais,49.7834,-74.8492,24.8,93,90,2.01,CA,2021-01-14 23:47:38,light snow
524,Miraflores,19.2167,-98.8083,69.8,32,90,13.8,MX,2021-01-14 23:47:38,overcast clouds
525,Sula,15.4573,120.3955,75.2,69,75,2.3,PH,2021-01-14 23:47:38,broken clouds
526,Champaign,40.1334,-88.2001,41.0,93,90,14.97,US,2021-01-14 23:43:12,mist
